Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Coordinate,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_time,Sunrise_hour,Sunrise_minute,Sunset_time,Sunset_hour,Sunset_minute,Year,Month,DayOfMonth,DayOfWeekName,DayOfWeek,DayOfYear,WeekOfYear,IsLeadYear,Quarter
2007-08-07,"2200 West Pershing Road, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W PERSHING RD,T060,"2200  W PERSHING RD, Chicago, IL",41.823065,-87.67837800000001,8,1,0,"-87.67837800000001,41.823065",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,13,0,"-87.679447,41.801179",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,9,0,"-87.679447,41.801179",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,29,0,"-87.752411,41.778296999999995",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,4,0,"-87.752411,41.778296999999995",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,7,0,"-87.703047,41.77166",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,4,0,"-87.745602,41.759346",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,2,0,"-87.745602,41.759346",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,5,0,"-87.678649,41.768388",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,5,0,"-87.797894,41.797616",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,18,0,"-87.60088,41.773215",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,9,0,"-87.60088,41.773215",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,39,0,"-87.66634300000001,41.822536",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,3,0,"-87.66634300000001,41.822536",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,45,0,"-87.66634300000001,41.822536",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,7,0,"-87.585487,41.799282",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,9,0,"-87.585487,41.799282",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,2,0,"-87.562889,41.766202",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,1,0,"-87.562889,41.766202",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,2,0,"-87.562889,41.766202",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,2,0,"-87.612922,41.754676",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,1,0,"-87.612922,41.754676",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,8,0,"-87.62779599999999,41.821582",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,2,0,"-87.62779599999999,41.821582",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,7,0,"-87.62779599999999,41.821582",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,16,0,"-87.642984,41.803422999999995",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,8,1,"-87.642984,41.803422999999995",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,5,0,"-87.590773,41.754292",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,9,0,"-87.590773,41.754292",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,21,0,"-87.736812,41.798697",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,9,0,"-87.778927,41.776156",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,1,0,"-87.778927,41.776156",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,4,0,"-87.726549,41.82561",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999999,5,18,0,"-87.60449799999999,41.644612",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999999,5,26,0,"-87.60449799999999,41.644612",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,1,0,"-87.55551,41.733643",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,4,0,"-87.55551,41.733643",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,13,0,"-87.531657,41.717753",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,10,0,"-87.531657,41.717753",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,25,0,"-87.605294,41.750498",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1,0,"-87.605294,41.750498",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,35,0,"-87.605294,41.750498",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,11,0,"-87.728492,41.984809000000006",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,1,0,"-87.728492,41.984809000000006",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,1,0,"-87.667827,41.825902",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-07,"West 37th Place, Chicago, IL, USA",CULEX RESTUANS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,1,0,"-87.667827,41.825902",2,92,73,83,9,73,76,0,18,0,0.0,0.06,29.11,29.74,6.3,24,8.8,451,4,51,1904,19,4,2007,8,7,Tuesday,1,219,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,30,1,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,40,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,45,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,30,1,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
2007-08-08,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,"-87.599862,41.673408",2,87,74,81,7,72,74,0,16,0,0.0,0.09,29.18,29.81,1.5,4,6.4,452,4,52,1903,19,3,2007,8,8,Wednesday,2,220,32,False,3
